,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
LINC015061,0,2.216471016,0.465,0.054,0,10,LINC01506
GUCY2C3,0,1.344751185,0.594,0.183,0,10,GUCY2C
BCORL12,0,1.756753249,0.485,0.074,0,10,BCORL1
ST3GAL6-AS12,0,1.365373301,0.489,0.079,0,10,ST3GAL6-AS1
SLC12A42,0,1.166952217,0.586,0.177,0,10,SLC12A4
HMGA2-AS12,0,2.16097589,0.514,0.106,0,10,HMGA2-AS1
IL10RA1,0,1.379019486,0.514,0.106,0,10,IL10RA
SETD94,0,0.734038965,0.563,0.155,0,10,SETD9
GPRC5C1,0,3.610679485,0.446,0.039,0,10,GPRC5C
PPIA2,0,1.866061026,0.986,0.579,0,10,PPIA
ZNF6231,0,2.943969644,0.45,0.043,0,10,ZNF623
EOMES3,0,1.503481834,0.586,0.179,0,10,EOMES
ZDHHC242,0,1.091676723,0.94,0.534,0,10,ZDHHC24
ARHGAP362,0,1.77158797,0.5,0.095,0,10,ARHGAP36
C1orf1591,0,4.095088286,0.43,0.025,0,10,C1orf159
PRSS562,0,2.280276021,0.485,0.08,0,10,PRSS56
AGO42,0,1.460542657,0.486,0.082,0,10,AGO4
TET12,0,1.611909351,0.516,0.113,0,10,TET1
PRPF38B2,0,0.656753914,0.505,0.103,0,10,PRPF38B
SPDYE23,0,1.778409438,0.995,0.594,0,10,SPDYE2
RAC11,0,2.160568107,0.438,0.04,0,10,RAC1
MROCKI5,0,1.284818363,0.518,0.121,0,10,MROCKI
LINC012763,0,1.750862076,0.477,0.081,0,10,LINC01276
AGRP1,0,4.77907725,0.405,0.01,0,10,AGRP
METTL162,0,0.926417567,0.502,0.107,0,10,METTL16
TRIM363,0,1.373679426,0.508,0.113,0,10,TRIM36
KIAA07532,0,0.913382867,0.509,0.115,0,10,KIAA0753
TRIO3,0,1.338840571,0.498,0.105,0,10,TRIO
CNTNAP2-AS14,0,1.166412935,0.518,0.125,0,10,CNTNAP2-AS1
KAZALD11,0,1.551048142,0.493,0.103,0,10,KAZALD1
LINC015451,0,3.59514761,0.416,0.026,0,10,LINC01545
MSX12,0,1.659040583,0.463,0.074,0,10,MSX1
SLC36A25,0,1.132267609,0.987,0.598,0,10,SLC36A2
TSPO4,0,1.310395725,0.987,0.6,0,10,TSPO
IRAK42,0,1.230173083,0.475,0.089,0,10,IRAK4
CDH22,0,0.765642173,0.47,0.085,0,10,CDH2
UBE2S1,0,2.172005117,0.471,0.087,0,10,UBE2S
EDRF1-DT2,0,1.960161373,0.458,0.075,0,10,EDRF1-DT
ZNF1331,0,1.930218842,0.454,0.072,0,10,ZNF133
PCYT1B-AS13,0,0.787627499,0.513,0.133,0,10,PCYT1B-AS1
LINC009602,0,2.131802064,0.434,0.054,0,10,LINC00960
LINC018182,0,1.16695467,0.507,0.13,0,10,LINC01818
HMG20B4,0,2.018131896,0.994,0.617,0,10,HMG20B
ADD13,0,1.170770951,0.501,0.125,0,10,ADD1
SYTL11,0,2.963264129,0.414,0.04,0,10,SYTL1
NT5M1,0,3.210310136,0.404,0.031,0,10,NT5M
FGF14-AS12,0,1.434314923,0.473,0.1,0,10,FGF14-AS1
CWF19L12,0,2.822536086,0.408,0.037,0,10,CWF19L1
KREMEN12,0,1.271400058,0.428,0.059,0,10,KREMEN1
KCNH61,0,2.376084089,0.416,0.048,0,10,KCNH6
CFAP61-AS12,0,2.458376711,0.99,0.622,0,10,CFAP61-AS1
USP71,0,2.602207775,0.403,0.038,0,10,USP7
LINC025493,0,1.113570368,0.42,0.057,0,10,LINC02549
NHLRC21,0,2.254402639,0.475,0.113,0,10,NHLRC2
LRRC364,0,0.853325165,0.489,0.127,0,10,LRRC36
EMP31,0,2.96020227,0.398,0.038,0,10,EMP3
CIDEB1,0,2.333242896,0.415,0.055,0,10,CIDEB
PIGO-AS11,0,1.971410174,0.42,0.06,0,10,PIGO-AS1
PLCL11,0,2.226662383,0.937,0.58,0,10,PLCL1
JOSD11,0,2.38063916,0.396,0.039,0,10,JOSD1
CENPBD1P2,0,1.061780721,0.452,0.095,0,10,CENPBD1P
TSC22D11,0,2.600306763,0.406,0.05,0,10,TSC22D1
SKI3,0,2.053143145,0.413,0.057,0,10,SKI
SPIN2A3,0,1.218355974,0.422,0.067,0,10,SPIN2A
NXF52,0,1.105635842,0.446,0.092,0,10,NXF5
BTBD163,0,1.228827529,0.389,0.041,0,10,BTBD16
MOCS2-DT1,0,5.163181654,0.358,0.011,0,10,MOCS2-DT
COQ61,0,3.663995317,0.371,0.025,0,10,COQ6
ABHD12B3,0,1.300464446,0.473,0.127,0,10,ABHD12B
C9orf781,0,3.646830345,0.399,0.054,0,10,C9orf78
DCLK11,0,2.913891915,0.395,0.05,0,10,DCLK1
POGLUT21,0,1.587276653,0.447,0.103,0,10,POGLUT2
HMGCS11,0,3.372468262,0.368,0.027,0,10,HMGCS1
FBXL161,0,3.027382742,0.377,0.037,0,10,FBXL16
CRELD21,0,3.913480803,0.36,0.02,0,10,CRELD2
BBC31,0,0.529370481,0.457,0.118,0,10,BBC3
ADGRG11,0,3.114221041,0.367,0.028,0,10,ADGRG1
TDRD72,0,1.62571519,0.416,0.078,0,10,TDRD7
IBA572,0,0.559432734,0.432,0.095,0,10,IBA57
DNAJB62,0,2.638325995,0.406,0.07,0,10,DNAJB6
NUTM2G2,0,1.709609214,0.415,0.079,0,10,NUTM2G
ZACN1,0,3.685976069,0.356,0.021,0,10,ZACN
PRDM6-AS13,0,1.000239012,0.435,0.101,0,10,PRDM6-AS1
SLC39A12-AS11,0,3.250051174,0.362,0.028,0,10,SLC39A12-AS1
NME1-NME21,0,2.847853753,0.353,0.021,0,10,NME1-NME2
TFAP2B2,0,1.460665354,0.991,0.661,0,10,TFAP2B
IP6K21,0,3.55185572,0.349,0.021,0,10,IP6K2
GPATCH25,0,1.423877215,0.424,0.096,0,10,GPATCH2
TXNDC91,0,1.582203778,0.383,0.056,0,10,TXNDC9
SCAT22,0,2.495028956,0.365,0.039,0,10,SCAT2
ZNF3582,0,0.72970181,0.378,0.054,0,10,ZNF358
PDE8A1,0,1.977433177,0.369,0.045,0,10,PDE8A
BCAR3-AS12,0,2.630815777,0.367,0.044,0,10,BCAR3-AS1
FAH1,0,2.956854141,0.361,0.038,0,10,FAH
CST31,0,2.412351041,0.356,0.033,0,10,CST3
CCNT12,0,1.745088707,0.38,0.058,0,10,CCNT1
MCM82,0,1.176587735,0.393,0.073,0,10,MCM8
CHKA1,0,1.502902793,0.378,0.059,0,10,CHKA
DENND5B2,0,2.450439823,0.359,0.041,0,10,DENND5B
MIR181A2HG2,0,1.19845431,0.4,0.082,0,10,MIR181A2HG
ARFIP13,0,1.175458252,0.379,0.062,0,10,ARFIP1
SCRG12,0,0.982002542,0.413,0.096,0,10,SCRG1
PELI21,0,1.927740226,0.36,0.045,0,10,PELI2
EOLA22,0,2.716725541,0.35,0.035,0,10,EOLA2
FFAR43,0,1.966644733,0.391,0.079,0,10,FFAR4
MMD21,0,2.896937797,0.342,0.031,0,10,MMD2
PCLO1,0,0.544238626,0.373,0.063,0,10,PCLO
WASHC41,0,2.344624897,0.36,0.052,0,10,WASHC4
AZI23,0,1.148309886,0.382,0.076,0,10,AZI2
IL9R1,0,3.337696457,0.339,0.034,0,10,IL9R
ERN23,0,0.984056999,0.401,0.096,0,10,ERN2
TLR11,0,3.812997639,0.327,0.022,0,10,TLR1
IPCEF11,0,1.63215742,0.357,0.052,0,10,IPCEF1
ZNF3501,0,3.076158736,0.328,0.024,0,10,ZNF350
TOR1A1,0,3.638842985,0.34,0.04,0,10,TOR1A
NPW1,0,2.161914367,0.346,0.046,0,10,NPW
CATSPER11,0,3.106681603,0.327,0.031,0,10,CATSPER1
DPYS2,0,2.169667373,0.338,0.042,0,10,DPYS
STAG24,0,0.757908645,0.376,0.08,0,10,STAG2
NELL11,0,2.481676628,0.324,0.028,0,10,NELL1
SULF21,0,3.064635134,0.322,0.028,0,10,SULF2
HOATZ1,0,2.078598232,0.338,0.045,0,10,HOATZ
MCHR2-AS11,0,3.195239237,0.315,0.022,0,10,MCHR2-AS1
EFHD11,0,2.641979353,0.332,0.04,0,10,EFHD1
ZRANB21,0,1.208425422,0.981,0.689,0,10,ZRANB2
ADAMTS121,0,5.008688019,0.307,0.015,0,10,ADAMTS12
GJD2-DT3,0,1.33077883,0.351,0.061,0,10,GJD2-DT
ACE4,0,1.098989159,0.336,0.049,0,10,ACE
RIMKLB1,0,3.431062221,0.309,0.023,0,10,RIMKLB
MRGBP1,0,3.671996196,0.303,0.017,0,10,MRGBP
ASNSD13,0,1.68464586,0.333,0.05,0,10,ASNSD1
SNAPIN3,0,2.184326448,0.314,0.034,0,10,SNAPIN
TMEM2621,0,3.082113842,0.301,0.025,0,10,TMEM262
LRRC591,0,1.155243601,0.312,0.039,0,10,LRRC59
PCDH11,0,0.165882636,0.343,0.072,0,10,PCDH1
PTGIR3,0,1.534552523,0.333,0.062,0,10,PTGIR
CADPS22,0,1.240818812,0.326,0.057,0,10,CADPS2
CD63-AS12,0,1.849217475,0.326,0.06,0,10,CD63-AS1
MICU32,0,1.617124109,0.314,0.048,0,10,MICU3
STT3A3,0,2.103791778,0.304,0.039,0,10,STT3A
RYK2,0,1.614464044,0.326,0.063,0,10,RYK
HNRNPDL1,0,1.596849876,0.314,0.052,0,10,HNRNPDL
TMEM2671,0,1.099197005,0.311,0.053,0,10,TMEM267
NFATC33,0,1.278015023,0.299,0.045,0,10,NFATC3
TXLNA1,0,3.102868068,0.274,0.02,0,10,TXLNA
NR1I21,0,4.121286372,0.264,0.01,0,10,NR1I2
LINC012311,0,2.864861436,0.283,0.029,0,10,LINC01231
C1orf501,0,4.329093465,0.266,0.013,0,10,C1orf50
FGD33,0,1.603911605,0.3,0.048,0,10,FGD3
ZNF3341,0,1.328507412,0.307,0.055,0,10,ZNF334
ALOX15B1,0,5.056613417,0.253,0.005,0,10,ALOX15B
MINAR21,0,3.010480979,0.27,0.023,0,10,MINAR2
PPIG1,0,1.476045512,0.28,0.035,0,10,PPIG
ZNF75D2,0,0.967860366,0.297,0.053,0,10,ZNF75D
OARD12,0,2.456821662,0.271,0.028,0,10,OARD1
ZFYVE211,0,1.984237633,0.284,0.044,0,10,ZFYVE21
C4BPB1,0,1.879094524,0.279,0.042,0,10,C4BPB
PNPLA61,0,2.29842408,0.265,0.029,0,10,PNPLA6
CLEC1B1,0,2.680979788,0.286,0.05,0,10,CLEC1B
KIAA13281,0,5.764822292,0.241,0.005,0,10,KIAA1328
CREB3L42,0,3.808527678,0.246,0.012,0,10,CREB3L4
BCL7A1,0,4.932942599,0.239,0.006,0,10,BCL7A
TTC292,0,1.567659209,0.282,0.05,0,10,TTC29
TPP22,0,2.263868675,0.277,0.047,0,10,TPP2
RTKN21,0,3.149969297,0.254,0.024,0,10,RTKN2
POLR3G1,0,4.307603161,0.242,0.014,0,10,POLR3G
NPTX21,0,2.149111436,0.265,0.039,0,10,NPTX2
ENG1,0,2.798656685,0.261,0.038,0,10,ENG
ELAVL4-AS12,0,1.625027199,0.265,0.042,0,10,ELAVL4-AS1
ARHGAP282,0,2.468415603,0.252,0.029,0,10,ARHGAP28
TMEM167A3,0,1.19435251,0.265,0.044,0,10,TMEM167A
INSL62,0,2.71738831,0.246,0.025,0,10,INSL6
HNMT1,0,4.916192369,0.235,0.014,0,10,HNMT
MAN1A11,0,1.922477724,0.254,0.034,0,10,MAN1A1
ADAMTS92,0,2.516152132,0.25,0.031,0,10,ADAMTS9
ANXA101,0,2.365999113,0.243,0.026,0,10,ANXA10
MSX2,0,0.271250183,0.25,0.034,0,10,MSX2
BCAN3,0,1.768899346,0.257,0.042,0,10,BCAN
POLN1,0,1.630726549,0.26,0.046,0,10,POLN
CSNK1A11,0,3.171983224,0.229,0.016,0,10,CSNK1A1
EIF3B1,0,1.516450342,0.244,0.031,0,10,EIF3B
GPR882,0,2.533707441,0.233,0.024,0,10,GPR88
DHX162,0,2.0712386,0.243,0.037,0,10,DHX16
DLX31,0,1.020952144,0.245,0.04,0,10,DLX3
EP300-AS11,0,3.395311738,0.217,0.015,0,10,EP300-AS1
TMEM2561,0,1.941683966,0.24,0.04,0,10,TMEM256
AMOTL11,0,0.601351153,0.235,0.035,0,10,AMOTL1
OSGEPL11,0,2.209571948,0.221,0.024,0,10,OSGEPL1
POGLUT11,0,4.188762706,0.202,0.009,0,10,POGLUT1
MIR1302-2HG1,0,3.908348122,0.205,0.012,0,10,MIR1302-2HG
SPATA242,0,2.194816409,0.219,0.027,0,10,SPATA24
CTIF1,0,4.321387827,0.201,0.01,0,10,CTIF
IL6-AS12,0,2.298418581,0.216,0.025,0,10,IL6-AS1
ENTREP31,0,5.572018978,0.195,0.004,0,10,ENTREP3
FCSK1,0,3.902965318,0.195,0.009,0,10,FCSK
GALNT11,0,3.078742015,0.201,0.017,0,10,GALNT1
LINC006581,0,1.945580492,0.217,0.033,0,10,LINC00658
U2AF12,0,2.319756127,0.212,0.03,0,10,U2AF1
LGALS121,0,4.074997918,0.189,0.01,0,10,LGALS12
RNF391,0,5.666030847,0.181,0.004,0,10,RNF39
AKIRIN21,0,3.075385324,0.193,0.018,0,10,AKIRIN2
INHBA-AS11,0,2.957896176,0.19,0.018,0,10,INHBA-AS1
ESYT31,0,4.516914504,0.174,0.004,0,10,ESYT3
COX7C2,0,2.081902969,0.196,0.027,0,10,COX7C
GARIN1A2,0,3.109734336,0.182,0.013,0,10,GARIN1A
MTFR21,0,3.213067491,0.186,0.018,0,10,MTFR2
CHUK1,0,2.81508687,0.185,0.017,0,10,CHUK
PTOV11,0,2.012886114,0.186,0.022,0,10,PTOV1
PPP1R2B1,0,2.827193565,0.173,0.014,0,10,PPP1R2B
STK261,0,3.670733447,0.169,0.013,0,10,STK26
ARHGAP231,0,5.969748589,0.157,0.002,0,10,ARHGAP23
NRXN2-AS12,0,3.022719768,0.165,0.013,0,10,NRXN2-AS1
ZBTB251,0,3.354203615,0.168,0.017,0,10,ZBTB25
EPCAM1,0,2.550140981,0.169,0.018,0,10,EPCAM
SLC17A51,0,3.039359148,0.166,0.015,0,10,SLC17A5
KISS11,0,2.79175769,0.166,0.018,0,10,KISS1
AKIRIN11,0,2.426605427,0.163,0.019,0,10,AKIRIN1
MRPS61,0,2.534057996,0.156,0.014,0,10,MRPS6
CBS1,0,5.541124581,0.144,0.003,0,10,CBS
ROR1-AS11,0,4.201786059,0.143,0.006,0,10,ROR1-AS1
CHI3L21,0,3.542253627,0.137,0.008,0,10,CHI3L2
SLC25A231,0,4.601344739,0.132,0.006,0,10,SLC25A23
SKAP11,0,3.677435663,0.135,0.012,0,10,SKAP1
PCSK1N2,0,3.058011129,0.133,0.011,0,10,PCSK1N
MMEL1-AS11,0,3.528790074,0.132,0.011,0,10,MMEL1-AS1
ZNF6072,0,4.063008948,0.121,0.006,0,10,ZNF607
ARHGAP11A2,0,3.459768087,0.117,0.008,0,10,ARHGAP11A
LINC030821,0,6.092985248,0.109,0.001,0,10,LINC03082
GNGT11,0,3.339608333,0.116,0.009,0,10,GNGT1
USP422,0,3.990509304,0.109,0.004,0,10,USP42
TSACC1,0,4.635316261,0.106,0.004,0,10,TSACC
KIF18A1,0,3.761692612,0.104,0.006,0,10,KIF18A
CACNA1G-AS11,0,3.908030326,0.092,0.004,0,10,CACNA1G-AS1
STARD131,0,5.940468429,0.055,0.001,0,10,STARD13
SLC20A1-DT1,0,5.551214487,0.054,0.001,0,10,SLC20A1-DT
MRPL422,7.11E-306,1.738307133,0.241,0.04,1.49E-301,10,MRPL42
NAXE1,2.43E-304,3.94568023,0.074,0.003,5.11E-300,10,NAXE
LINC002101,5.80E-304,4.627985444,0.063,0.002,1.22E-299,10,LINC00210
BTAF11,9.72E-304,2.128750186,0.223,0.035,2.04E-299,10,BTAF1
SMC21,3.33E-303,4.121258645,0.075,0.003,6.99E-299,10,SMC2
KCND25,7.04E-301,0.845774535,0.469,0.126,1.48E-296,10,KCND2
B3GNT91,1.92E-298,4.64827179,0.065,0.002,4.02E-294,10,B3GNT9
CNKSR21,2.82E-298,4.402317464,0.083,0.004,5.91E-294,10,CNKSR2
DNA21,4.25E-298,0.841546445,0.32,0.067,8.91E-294,10,DNA2
TMEM38B1,2.05E-296,1.725894605,0.178,0.023,4.29E-292,10,TMEM38B
RNF1802,3.97E-295,1.036685824,0.557,0.174,8.32E-291,10,RNF180
KCNIP22,4.34E-294,0.78759903,0.873,0.353,9.09E-290,10,KCNIP2
SGMS1-AS12,4.23E-293,0.641307665,0.44,0.113,8.87E-289,10,SGMS1-AS1
SEC61A21,2.27E-291,3.173655992,0.107,0.008,4.77E-287,10,SEC61A2
KEL1,1.18E-289,2.589142356,0.157,0.019,2.47E-285,10,KEL
NPLOC41,5.51E-289,2.063919837,0.198,0.03,1.16E-284,10,NPLOC4
SHMT11,2.16E-288,2.26689521,0.175,0.023,4.53E-284,10,SHMT1
ACTC11,4.62E-287,2.644238364,0.255,0.049,9.68E-283,10,ACTC1
TRIM692,1.52E-286,3.073444024,0.143,0.016,3.18E-282,10,TRIM69
MYL41,4.47E-286,2.400127418,0.133,0.013,9.38E-282,10,MYL4
EPB41L4A-AS12,8.46E-286,2.691910631,0.103,0.008,1.77E-281,10,EPB41L4A-AS1
ZBTB8A4,3.21E-284,1.174664451,0.787,0.334,6.73E-280,10,ZBTB8A
BANK11,2.43E-283,0.881294086,0.287,0.058,5.10E-279,10,BANK1
NAA16,3.40E-283,7.302841561,0.058,0.002,7.14E-279,10,NAA16
EPN12,4.38E-281,0.575993554,0.654,0.214,9.19E-277,10,EPN1
IMPA15,8.36E-279,0.633534751,0.621,0.203,1.75E-274,10,IMPA1
KLHDC91,1.15E-277,3.174500314,0.099,0.007,2.41E-273,10,KLHDC9
GDF111,3.56E-276,1.995166038,0.133,0.014,7.46E-272,10,GDF11
SH3BP15,7.27E-273,1.202592246,0.737,0.286,1.53E-268,10,SH3BP1
PRIM23,7.40E-272,0.929864039,0.706,0.267,1.55E-267,10,PRIM2
CDC161,2.19E-271,1.799248024,0.152,0.019,4.60E-267,10,CDC16
TLE11,4.70E-271,3.818418483,0.072,0.003,9.85E-267,10,TLE1
GABRG24,9.23E-270,0.418093879,0.777,0.289,1.94E-265,10,GABRG2
TTR2,2.77E-269,0.352910239,0.706,0.242,5.80E-265,10,TTR
CNNM13,1.16E-267,1.741652666,0.826,0.485,2.44E-263,10,CNNM1
PSMG41,2.49E-266,2.670901992,0.146,0.018,5.21E-262,10,PSMG4
ERAL11,3.76E-266,4.851379718,0.055,0.002,7.88E-262,10,ERAL1
BACH23,5.87E-266,0.526545671,0.335,0.078,1.23E-261,10,BACH2
CCND33,6.47E-266,0.910232857,0.821,0.349,1.36E-261,10,CCND3
RNF1391,6.06E-265,1.351071953,0.356,0.087,1.27E-260,10,RNF139
WFDC21,2.44E-264,0.67466049,0.3,0.066,5.11E-260,10,WFDC2
TNFRSF19,3.52E-263,0.734773867,0.572,0.183,7.37E-259,10,TNFRSF19
ZC3H7B1,6.14E-261,1.704345109,0.227,0.042,1.29E-256,10,ZC3H7B
ZNF5525,2.23E-260,0.427617483,0.973,0.432,4.68E-256,10,ZNF552
EHMT12,3.52E-260,1.576411037,0.284,0.062,7.37E-256,10,EHMT1
TLR101,3.74E-260,2.802230534,0.104,0.009,7.85E-256,10,TLR10
NLRP33,7.97E-260,1.109809578,0.414,0.114,1.67E-255,10,NLRP3
CDH151,2.40E-259,2.104318467,0.197,0.032,5.03E-255,10,CDH15
AIRIM3,3.82E-259,0.854430064,0.987,0.787,8.01E-255,10,AIRIM
NR2F61,4.52E-255,1.761483387,0.175,0.026,9.49E-251,10,NR2F6
LIPA3,1.83E-253,1.078345817,0.771,0.353,3.83E-249,10,LIPA
KCNA21,2.57E-252,3.700693659,0.103,0.009,5.40E-248,10,KCNA2
TMEM2143,7.92E-252,0.526309817,0.609,0.209,1.66E-247,10,TMEM214
IMPDH12,3.11E-250,0.789132069,0.928,0.497,6.52E-246,10,IMPDH1
PLPPR5,5.55E-247,0.379485509,0.206,0.035,1.16E-242,10,PLPPR5
CBLL13,2.05E-246,1.058172664,0.227,0.043,4.30E-242,10,CBLL1
COL4A21,3.08E-245,2.849543201,0.103,0.009,6.45E-241,10,COL4A2
MINDY13,4.78E-245,0.636742929,0.479,0.146,1.00E-240,10,MINDY1
RUBCN1,7.21E-245,1.095228655,0.656,0.252,1.51E-240,10,RUBCN
AGO22,9.70E-245,0.948301747,0.551,0.19,2.03E-240,10,AGO2
LGALS133,1.71E-244,1.051266996,0.315,0.076,3.58E-240,10,LGALS13
SLC49A41,4.84E-244,4.00026491,0.069,0.004,1.02E-239,10,SLC49A4
TENT4A1,1.85E-242,2.476092207,0.136,0.017,3.87E-238,10,TENT4A
FOXC21,5.06E-242,0.12920044,0.332,0.081,1.06E-237,10,FOXC2
SUPT5H2,7.39E-242,0.757268157,0.412,0.117,1.55E-237,10,SUPT5H
DPP93,1.89E-241,1.081540756,0.277,0.061,3.96E-237,10,DPP9
SLF21,1.08E-240,2.799887031,0.129,0.015,2.26E-236,10,SLF2
AMFR1,2.20E-240,0.940966684,0.47,0.145,4.62E-236,10,AMFR
SNX252,2.47E-240,1.049080486,0.352,0.093,5.19E-236,10,SNX25
RHOQ2,8.24E-240,1.372937152,0.376,0.105,1.73E-235,10,RHOQ
SLC25A522,1.41E-239,0.596323042,0.406,0.114,2.96E-235,10,SLC25A52
C1QTNF122,1.17E-236,1.965998516,0.133,0.016,2.45E-232,10,C1QTNF12
CRIP33,2.41E-236,1.518152112,0.233,0.047,5.05E-232,10,CRIP3
HTR2B3,3.59E-235,1.161167283,0.437,0.135,7.52E-231,10,HTR2B
SRRM21,1.78E-233,2.337492527,0.125,0.015,3.74E-229,10,SRRM2
PRIMPOL3,3.69E-232,0.806526225,0.229,0.045,7.74E-228,10,PRIMPOL
DTD12,8.23E-232,0.284138549,0.361,0.095,1.73E-227,10,DTD1
TMEM1773,8.95E-232,0.324041296,0.397,0.11,1.88E-227,10,TMEM177
C7orf573,1.06E-229,0.162390221,0.601,0.202,2.21E-225,10,C7orf57
SUSD11,3.67E-228,0.520874375,0.18,0.03,7.69E-224,10,SUSD1
SIX52,3.75E-228,1.600963763,0.188,0.033,7.86E-224,10,SIX5
TMPRSS61,2.26E-227,3.170109702,0.078,0.005,4.75E-223,10,TMPRSS6
ALX32,4.01E-226,0.393177415,0.523,0.174,8.42E-222,10,ALX3
CHD63,4.55E-226,0.359266714,0.436,0.128,9.55E-222,10,CHD6
LINC009702,1.38E-224,1.016673006,0.53,0.189,2.89E-220,10,LINC00970
YKT61,2.49E-223,0.157233277,0.237,0.049,5.23E-219,10,YKT6
RNF43,9.97E-221,0.720124902,0.565,0.192,2.09E-216,10,RNF4
TNFAIP84,1.58E-218,0.825877096,0.64,0.254,3.30E-214,10,TNFAIP8
IGFN12,2.94E-218,0.456586277,0.262,0.059,6.17E-214,10,IGFN1
PABPC41,2.52E-216,1.626114091,0.23,0.049,5.28E-212,10,PABPC4
ARID3A2,1.83E-214,1.370152421,0.356,0.103,3.84E-210,10,ARID3A
CCDC601,2.20E-214,2.840315716,0.107,0.012,4.61E-210,10,CCDC60
DACT22,1.78E-213,1.408116124,0.204,0.04,3.74E-209,10,DACT2
RCHY13,1.93E-213,0.695780706,0.489,0.163,4.05E-209,10,RCHY1
TRIM544,3.16E-213,0.906786002,0.953,0.546,6.63E-209,10,TRIM54
EXTL21,3.47E-211,2.824932895,0.133,0.019,7.28E-207,10,EXTL2
TCIRG11,7.06E-210,1.046901449,0.139,0.02,1.48E-205,10,TCIRG1
NPEPPS1,3.62E-209,2.831538769,0.095,0.009,7.59E-205,10,NPEPPS
TUBG11,3.89E-209,3.074695531,0.07,0.005,8.16E-205,10,TUBG1
CHMP4B2,4.58E-208,0.719066196,0.583,0.221,9.60E-204,10,CHMP4B
GPR63,7.16E-205,1.328522272,0.257,0.061,1.50E-200,10,GPR6
SCT2,1.55E-204,0.91772683,0.33,0.091,3.26E-200,10,SCT
ZNRF11,2.42E-204,2.715189948,0.078,0.006,5.08E-200,10,ZNRF1
LINC02253,1.23E-203,7.429909719,0.032,0.001,2.58E-199,10,LINC02253
C1orf941,3.27E-203,4.210807108,0.06,0.003,6.87E-199,10,C1orf94
COPS7B4,6.46E-202,0.832536723,0.275,0.068,1.36E-197,10,COPS7B
SERPINE12,9.03E-202,1.714632632,0.169,0.03,1.89E-197,10,SERPINE1
BACH11,1.65E-201,3.340261941,0.06,0.003,3.46E-197,10,BACH1
KIAA17551,2.13E-201,2.758989471,0.084,0.008,4.46E-197,10,KIAA1755
TBC1D301,6.11E-201,0.100899793,0.48,0.158,1.28E-196,10,TBC1D30
RBMS3-AS31,1.56E-200,0.475463436,0.926,0.484,3.28E-196,10,RBMS3-AS3
IL1RN1,6.27E-198,2.32207082,0.101,0.011,1.32E-193,10,IL1RN
APBB31,6.77E-196,0.30566674,0.171,0.031,1.42E-191,10,APBB3
ABRACL4,1.51E-195,0.784531918,0.879,0.481,3.17E-191,10,ABRACL
TIGD62,6.43E-195,0.641320151,0.655,0.283,1.35E-190,10,TIGD6
TOR3A2,8.38E-195,1.550522279,0.154,0.026,1.76E-190,10,TOR3A
AKT21,3.14E-193,4.324100324,0.047,0.002,6.59E-189,10,AKT2
COX7A22,3.12E-191,0.230066298,0.501,0.173,6.54E-187,10,COX7A2
EML34,1.80E-189,1.165960864,0.287,0.077,3.78E-185,10,EML3
CRACD2,1.20E-187,1.479384772,0.168,0.031,2.51E-183,10,CRACD
ARFGEF32,1.37E-187,0.380606492,0.301,0.081,2.88E-183,10,ARFGEF3
FOXJ24,1.92E-183,0.85549818,0.343,0.104,4.02E-179,10,FOXJ2
KIF61,1.72E-182,3.354230801,0.066,0.005,3.60E-178,10,KIF6
NUP2101,2.20E-182,2.748787356,0.082,0.008,4.62E-178,10,NUP210
FCRL13,3.40E-181,0.875814122,0.532,0.209,7.14E-177,10,FCRL1
SNX9-AS11,1.45E-180,0.688038322,0.247,0.061,3.04E-176,10,SNX9-AS1
RNF1223,4.03E-179,0.411531837,0.531,0.196,8.46E-175,10,RNF122
SFXN43,7.48E-179,0.757637438,0.42,0.142,1.57E-174,10,SFXN4
FSCN33,2.95E-176,0.750614818,0.355,0.11,6.18E-172,10,FSCN3
CCDC301,4.22E-176,2.105742057,0.124,0.019,8.84E-172,10,CCDC30
TTC39A1,2.98E-174,0.935416942,0.253,0.066,6.25E-170,10,TTC39A
TSBP1-AS12,9.99E-174,2.555851503,0.116,0.017,2.10E-169,10,TSBP1-AS1
SLC39A61,6.46E-172,1.898842708,0.13,0.021,1.35E-167,10,SLC39A6
SEMA6C1,5.88E-171,0.572601477,0.241,0.061,1.23E-166,10,SEMA6C
PIR1,1.02E-170,2.334316784,0.104,0.014,2.13E-166,10,PIR
ANKMY12,1.20E-169,0.142056679,0.215,0.05,2.51E-165,10,ANKMY1
LINC016941,2.24E-169,1.338731612,0.129,0.021,4.71E-165,10,LINC01694
NDUFS31,4.23E-169,3.332464393,0.058,0.004,8.87E-165,10,NDUFS3
GALNT152,1.55E-168,0.700600563,0.314,0.095,3.25E-164,10,GALNT15
FBXO93,3.57E-168,0.867655085,0.176,0.036,7.48E-164,10,FBXO9
BFSP2-AS15,1.84E-165,1.261256907,0.41,0.156,3.86E-161,10,BFSP2-AS1
MMP92,3.10E-164,2.231627642,0.149,0.029,6.50E-160,10,MMP9
SLC35G11,7.01E-163,2.204561111,0.131,0.022,1.47E-158,10,SLC35G1
COMMD62,9.11E-163,0.299381291,0.219,0.054,1.91E-158,10,COMMD6
MAP2K24,1.07E-162,1.210774401,0.193,0.044,2.24E-158,10,MAP2K2
